iso3c,country,variablename,dimension,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
MNG,Mongolia,Remoteness,Economic,,,,,,,47.1449203491211,,,
MNG,Mongolia,Resource dependence,Economic,,,,,,,,40.524813019053,,
MNG,Mongolia,Rule of law,Environmental,,,,,,,,,-0.2664937,
MNG,Mongolia,Rule of law,Security,,,,,,,,,-0.2664937,
MNG,Mongolia,Share of women in labour force,Economic,,,,,,,,,,79.8366038159576
MNG,Mongolia,Socio-economic vulnerability,Economic,,,,,,,,,4.2,
MNG,Mongolia,Socio-economic vulnerability,Environmental,,,,,,,,,4.2,
MNG,Mongolia,Stability,Political,,,,,,,,,0.7887995,
MNG,Mongolia,Strength of civil society,Environmental,,,,,,,,,0.845,
MNG,Mongolia,Strength of civil society,Societal,,,,,,,,,0.845,
MNG,Mongolia,Unemployment rate,Economic,,,,,,,,,6.32000017166138,
MNG,Mongolia,Uprooted people,Societal,,,,,,,,,0,
MNG,Mongolia,Urbanisation,Environmental,,,,,,,,,1.91587989993137,
MNG,Mongolia,Urbanisation,Societal,,,,,,,,,1.91587989993137,
MNG,Mongolia,Violent crime,Security,,,,,,,1.33333333333333,,,
MNG,Mongolia,Voice and accountability,Political,,,,,,,,,0.2625469,
MNG,Mongolia,Voice and accountability,Societal,,,,,,,,,0.2625469,
MNG,Mongolia,Women in parliament,Political,,,,,,,,,17.1,
MOZ,Mozambique,Access to justice,Societal,,,,,,,,,0.67,
MOZ,Mozambique,Aid dependency,Economic,,,,,,,,,4.1,
MOZ,Mozambique,Armed security officers,Security,,,,,,,,,,1.055
MOZ,Mozambique,Battle-related deaths,Security,,,,,,,,,0.162369725276681,
MOZ,Mozambique,Clientelism,Political,,,,,,,,,0.489,
MOZ,Mozambique,Conflict risk,Security,,,,,,,,,4.6,
MOZ,Mozambique,Control over territory,Security,,,,,,,,,91,
MOZ,Mozambique,Corruption,Political,,,,,,,,,23,
MOZ,Mozambique,Debt,Economic,,,,,,,,,99.836,
MOZ,Mozambique,Disaster risk,Environmental,,,,,,,,,6,
MOZ,Mozambique,Education,Economic,,,,,,,,,0.389,
MOZ,Mozambique,Environmental performance,Environmental,,,,,,,,,46.37,
MOZ,Mozambique,Food insecurity,Economic,,,,,,,,,6.8,
MOZ,Mozambique,Food insecurity,Environmental,,,,,,,,,6.8,
MOZ,Mozambique,Formal alliances,Security,,,,,,,6,,,
MOZ,Mozambique,GDP growth,Economic,,,,,,,,,0.299690689728877,
MOZ,Mozambique,Gender discrimination,Security,,,,,,,,15.5,,
MOZ,Mozambique,Gender inequality,Societal,,,,,,,,,0.569,
MOZ,Mozambique,GINI,Societal,,,,,,,,47.2999992370605,,
MOZ,Mozambique,Government effectiveness,Environmental,,,,,,,,,-0.8742813,
MOZ,Mozambique,Government effectiveness,Political,,,,,,,,,-0.8742813,
MOZ,Mozambique,Homicide rate,Security,,3.4,,,,,,,,
MOZ,Mozambique,Horizontal inequality,Societal,,,,,,,,,0.552,
MOZ,Mozambique,Impact of terrorism,Security,,,,,,,,,5.542,
MOZ,Mozambique,Infectious diseases,Environmental,,,,,,,,476.975519699023,,
MOZ,Mozambique,Judicial constraints,Political,,,,,,,,,0.721,
MOZ,Mozambique,Legislative constraints,Political,,,,,,,,,0.478,
MOZ,Mozambique,Non-state and one-sided violence,Security,,,,,,,,,0.137012303820829,
MOZ,Mozambique,Physical integrity,Political,,,,,,,,,0.489,
MOZ,Mozambique,Police officers,Security,,,,,,,,,,2.5
MOZ,Mozambique,Regional government independence,Political,,,,,,,,,0.511,
MOZ,Mozambique,Regulatory quality,Economic,,,,,,,,,-0.7263409,
MOZ,Mozambique,Remoteness,Economic,,,,,,,75.2670669555664,,,
MOZ,Mozambique,Resource dependence,Economic,,,,,,,,19.4719062435939,,
MOZ,Mozambique,Rule of law,Environmental,,,,,,,,,-1.043689,
MOZ,Mozambique,Rule of law,Security,,,,,,,,,-1.043689,
MOZ,Mozambique,Share of women in labour force,Economic,,,,,,,,,,97.1697906878321
MOZ,Mozambique,Socio-economic vulnerability,Economic,,,,,,,,,7.6,
MOZ,Mozambique,Socio-economic vulnerability,Environmental,,,,,,,,,7.6,
MOZ,Mozambique,Stability,Political,,,,,,,,,-0.7836707,
MOZ,Mozambique,Strength of civil society,Environmental,,,,,,,,,0.766,
MOZ,Mozambique,Strength of civil society,Societal,,,,,,,,,0.766,
MOZ,Mozambique,Unemployment rate,Economic,,,,,,,,,3.17199993133545,
MOZ,Mozambique,Uprooted people,Societal,,,,,,,,,4.8,
MOZ,Mozambique,Urbanisation,Environmental,,,,,,,,,4.40559134724532,
MOZ,Mozambique,Urbanisation,Societal,,,,,,,,,4.40559134724532,
MOZ,Mozambique,Violent crime,Security,,,,,,,2.66666666666667,,,
MOZ,Mozambique,Voice and accountability,Political,,,,,,,,,-0.4674458,
MOZ,Mozambique,Voice and accountability,Societal,,,,,,,,,-0.4674458,
MOZ,Mozambique,Women in parliament,Political,,,,,,,,,39.6,
MRT,Mauritania,Access to justice,Societal,,,,,,,,,0.251,
MRT,Mauritania,Aid dependency,Economic,,,,,,,,,1.8,
MRT,Mauritania,Armed security officers,Security,,,,,,,,,,1.536
MRT,Mauritania,Battle-related deaths,Security,,,,,,,,,0,
MRT,Mauritania,Clientelism,Political,,,,,,,,,0.709,
MRT,Mauritania,Conflict risk,Security,,,,,,,,,3.5,
MRT,Mauritania,Control over territory,Security,,,,,,,,,94,
MRT,Mauritania,Corruption,Political,,,,,,,,,27,
MRT,Mauritania,Debt,Economic,,,,,,,,75.894,,
MRT,Mauritania,Disaster risk,Environmental,,,,,,,,,5.6,
MRT,Mauritania,Education,Economic,,,,,,,,,0.389,
MRT,Mauritania,Environmental performance,Environmental,,,,,,,,,39.24,
MRT,Mauritania,Food insecurity,Economic,,,,,,,,,2.7,
MRT,Mauritania,Food insecurity,Environmental,,,,,,,,,2.7,
MRT,Mauritania,Formal alliances,Security,,,,,,,4,,,
MRT,Mauritania,GDP growth,Economic,,,,,,,,,0.759147003620939,
MRT,Mauritania,Gender inequality,Societal,,,,,,,,,0.62,
MRT,Mauritania,GINI,Societal,,,,,,,,32.4199981689453,,
MRT,Mauritania,Government effectiveness,Environmental,,,,,,,,,-0.7266325,
MRT,Mauritania,Government effectiveness,Political,,,,,,,,,-0.7266325,
MRT,Mauritania,Horizontal inequality,Societal,,,,,,,,,-0.692,
MRT,Mauritania,Impact of terrorism,Security,,,,,,,,,0,
MRT,Mauritania,Infectious diseases,Environmental,,,,,,,,123.374759754701,,
MRT,Mauritania,Judicial constraints,Political,,,,,,,,,0.306,
MRT,Mauritania,Legislative constraints,Political,,,,,,,,,0.12,
MRT,Mauritania,NEET,Economic,,,39.49,,,,,,,
MRT,Mauritania,Non-state and one-sided violence,Security,,,,,,,,,0,
MRT,Mauritania,Physical integrity,Political,,,,,,,,,0.388,
MRT,Mauritania,Police officers,Security,,,,,,,,,,5
MRT,Mauritania,Regional government independence,Political,,,,,,,,,0.07,
MRT,Mauritania,Regulatory quality,Economic,,,,,,,,,-0.8108506,
MRT,Mauritania,Remoteness,Economic,,,,,,,35.8014602661133,,,
MRT,Mauritania,Resource dependence,Economic,,,,,,,,24.1154012955717,,
MRT,Mauritania,Rule of law,Environmental,,,,,,,,,-0.6859449,
MRT,Mauritania,Rule of law,Security,,,,,,,,,-0.6859449,
MRT,Mauritania,Share of women in labour force,Economic,,,,,,,,,,46.2529701739821
MRT,Mauritania,Socio-economic vulnerability,Economic,,,,,,,,,5.9,
MRT,Mauritania,Socio-economic vulnerability,Environmental,,,,,,,,,5.9,
MRT,Mauritania,Stability,Political,,,,,,,,,-0.6677783,
MRT,Mauritania,Strength of civil society,Environmental,,,,,,,,,0.504,
MRT,Mauritania,Strength of civil society,Societal,,,,,,,,,0.504,
MRT,Mauritania,Unemployment rate,Economic,,,,,,,,,10.3050003051758,
MRT,Mauritania,Uprooted people,Societal,,,,,,,,,6.5,
MRT,Mauritania,Urbanisation,Environmental,,,,,,,,,4.37299545808061,
MRT,Mauritania,Urbanisation,Societal,,,,,,,,,4.37299545808061,
MRT,Mauritania,Violent crime,Security,,,,,,,0.333333333333333,,,
MRT,Mauritania,Voice and accountability,Political,,,,,,,,,-0.8540774,
MRT,Mauritania,Voice and accountability,Societal,,,,,,,,,-0.8540774,
MRT,Mauritania,Women in parliament,Political,,,,,,,,,20.3,
MUS,Mauritius,Access to justice,Societal,,,,,,,,,0.892,
MUS,Mauritius,Aid dependency,Economic,,,,,,,,,0.3,
MUS,Mauritius,Armed security officers,Security,,,,,,,,,,1
MUS,Mauritius,Battle-related deaths,Security,,,,,,,,,0,
MUS,Mauritius,Clientelism,Political,,,,,,,,,0.379,
MUS,Mauritius,Conflict risk,Security,,,,,,,,,0.1,
MUS,Mauritius,Control over territory,Security,,,,,,,,,83,
MUS,Mauritius,Corruption,Political,,,,,,,,,51,
MUS,Mauritius,Debt,Economic,,,,,,,,,66.246,
MUS,Mauritius,Disaster risk,Environmental,,,,,,,,,3.8,
MUS,Mauritius,Education,Economic,,,,,,,,,0.73,
MUS,Mauritius,Environmental performance,Environmental,,,,,,,,,56.63,
MUS,Mauritius,Food insecurity,Economic,,,,,,,,,2,
MUS,Mauritius,Food insecurity,Environmental,,,,,,,,,2,
MUS,Mauritius,Formal alliances,Security,,,,,,,2,,,
MUS,Mauritius,GDP growth,Economic,,,,,,,,,3.71722856261256,
MUS,Mauritius,Gender inequality,Societal,,,,,,,,,0.369,
MUS,Mauritius,GINI,Societal,,,,,,,,35.8400001525879,,
MUS,Mauritius,Government effectiveness,Environmental,,,,,,,,,0.8760849,
MUS,Mauritius,Government effectiveness,Political,,,,,,,,,0.8760849,
MUS,Mauritius,Homicide rate,Security,,,,,,,1.8,,,
MUS,Mauritius,Horizontal inequality,Societal,,,,,,,,,1.049,
MUS,Mauritius,Impact of terrorism,Security,,,,,,,,,0,
MUS,Mauritius,Infectious diseases,Environmental,,,,,,,,38.1592730019166,,
MUS,Mauritius,Judicial constraints,Political,,,,,,,,,0.759,
MUS,Mauritius,Legislative constraints,Political,,,,,,,,,0.885,
MUS,Mauritius,NEET,Economic,,,,,,,,,20.46,
MUS,Mauritius,Non-state and one-sided violence,Security,,,,,,,,,0,
MUS,Mauritius,Physical integrity,Political,,,,,,,,,0.927,
MUS,Mauritius,Police officers,Security,,,,,,,,,,5
MUS,Mauritius,Regional government independence,Political,,,,,,,,,0.473,
MUS,Mauritius,Regulatory quality,Economic,,,,,,,,,1.027193,
MUS,Mauritius,Remoteness,Economic,,,,,,,72.5042419433594,,,
MUS,Mauritius,Resource dependence,Economic,,,,,,,,0.00337314450937968,,
MUS,Mauritius,Rule of law,Environmental,,,,,,,,,0.7796614,
MUS,Mauritius,Rule of law,Security,,,,,,,,,0.7796614,
MUS,Mauritius,Share of women in labour force,Economic,,,,,,,,,,62.907131970212
MUS,Mauritius,Socio-economic vulnerability,Economic,,,,,,,,,2.2,
MUS,Mauritius,Socio-economic vulnerability,Environmental,,,,,,,,,2.2,
MUS,Mauritius,Stability,Political,,,,,,,,,0.872838,
MUS,Mauritius,Strength of civil society,Environmental,,,,,,,,,0.851,
MUS,Mauritius,Strength of civil society,Societal,,,,,,,,,0.851,
MUS,Mauritius,Unemployment rate,Economic,,,,,,,,,6.86700010299683,
MUS,Mauritius,Uprooted people,Societal,,,,,,,,,0,
MUS,Mauritius,Urbanisation,Environmental,,,,,,,,,-0.0631393851909479,
MUS,Mauritius,Urbanisation,Societal,,,,,,,,,-0.0631393851909479,
MUS,Mauritius,Violent crime,Security,,,,,,,2.66666666666667,,,
MUS,Mauritius,Voice and accountability,Political,,,,,,,,,0.7605995,
MUS,Mauritius,Voice and accountability,Societal,,,,,,,,,0.7605995,
MUS,Mauritius,Women in parliament,Political,,,,,,,,,11.6,
MWI,Malawi,Access to justice,Societal,,,,,,,,,0.8,
MWI,Malawi,Aid dependency,Economic,,,,,,,,,4,
MWI,Malawi,Armed security officers,Security,,,,,,,,,,1.087
MWI,Malawi,Battle-related deaths,Security,,,,,,,,,0,
MWI,Malawi,Clientelism,Political,,,,,,,,,0.506,
MWI,Malawi,Conflict risk,Security,,,,,,,,,1,
MWI,Malawi,Control over territory,Security,,,,,,,,,100,
MWI,Malawi,Corruption,Political,,,,,,,,,32,
MWI,Malawi,Debt,Economic,,,,,,,,,62.911,
MWI,Malawi,Disaster risk,Environmental,,,,,,,,,4.5,
MWI,Malawi,Education,Economic,,,,,,,,,0.459,
MWI,Malawi,Environmental performance,Environmental,,,,,,,,,49.21,
MWI,Malawi,Food insecurity,Economic,,,,,,,,,4.5,
MWI,Malawi,Food insecurity,Environmental,,,,,,,,,4.5,
MWI,Malawi,Formal alliances,Security,,,,,,,2,,,
MWI,Malawi,GDP growth,Economic,,,,,,,,,0.801419696455682,
MWI,Malawi,Gender discrimination,Security,,,,,,,,24.1,,
MWI,Malawi,Gender inequality,Societal,,,,,,,,,0.615,
MWI,Malawi,GINI,Societal,,,,,,,,39,,
MWI,Malawi,Government effectiveness,Environmental,,,,,,,,,-0.7286705,
MWI,Malawi,Government effectiveness,Political,,,,,,,,,-0.7286705,
MWI,Malawi,Homicide rate,Security,,,1.7,,,,,,,
MWI,Malawi,Horizontal inequality,Societal,,,,,,,,,1.11,
MWI,Malawi,Impact of terrorism,Security,,,,,,,,,0.663,
MWI,Malawi,Infectious diseases,Environmental,,,,,,,,347.51497402208,,
MWI,Malawi,Judicial constraints,Political,,,,,,,,,0.722,
MWI,Malawi,Legislative constraints,Political,,,,,,,,,0.932,
MWI,Malawi,NEET,Economic,,,,,,,,32.9,,
MWI,Malawi,Non-state and one-sided violence,Security,,,,,,,,,0,
MWI,Malawi,Physical integrity,Political,,,,,,,,,0.837,
MWI,Malawi,Police officers,Security,,,,,,,,,,1.5
MWI,Malawi,Regional government independence,Political,,,,,,,,,0.476,
MWI,Malawi,Regulatory quality,Economic,,,,,,,,,-0.6708331,
MWI,Malawi,Remoteness,Economic,,,,,,,83.9948959350586,,,
MWI,Malawi,Resource dependence,Economic,,,,,,,,9.60402492058353,,
MWI,Malawi,Rule of law,Environmental,,,,,,,,,-0.3802995,
MWI,Malawi,Rule of law,Security,,,,,,,,,-0.3802995,
MWI,Malawi,Share of women in labour force,Economic,,,,,,,,,,88.580080723115
MWI,Malawi,Socio-economic vulnerability,Economic,,,,,,,,,7,
MWI,Malawi,Socio-economic vulnerability,Environmental,,,,,,,,,7,
MWI,Malawi,Stability,Political,,,,,,,,,-0.3250225,
MWI,Malawi,Strength of civil society,Environmental,,,,,,,,,0.882,
MWI,Malawi,Strength of civil society,Societal,,,,,,,,,0.882,
MWI,Malawi,Unemployment rate,Economic,,,,,,,,,5.42999982833862,
MWI,Malawi,Uprooted people,Societal,,,,,,,,,4.9,
MWI,Malawi,Urbanisation,Environmental,,,,,,,,,3.96730609077091,
MWI,Malawi,Urbanisation,Societal,,,,,,,,,3.96730609077091,
MWI,Malawi,Voice and accountability,Political,,,,,,,,,-0.058092,
MWI,Malawi,Voice and accountability,Societal,,,,,,,,,-0.058092,
MWI,Malawi,Women in parliament,Political,,,,,,,,,16.7,
MYS,Malaysia,Access to justice,Societal,,,,,,,,,0.843,
MYS,Malaysia,Aid dependency,Economic,,,,,,,,,0.1,
MYS,Malaysia,Armed security officers,Security,,,,,,,,,,1.536
MYS,Malaysia,Battle-related deaths,Security,,,,,,,,,0,
MYS,Malaysia,Clientelism,Political,,,,,,,,,0.402,
MYS,Malaysia,Conflict risk,Security,,,,,,,,,2.4,
MYS,Malaysia,Control over territory,Security,,,,,,,,,97.667,
MYS,Malaysia,Corruption,Political,,,,,,,,,47,
MYS,Malaysia,Debt,Economic,,,,,,,,,55.569,
MYS,Malaysia,Disaster risk,Environmental,,,,,,,,,4.9,
MYS,Malaysia,Education,Economic,,,,,,,,,0.713,
MYS,Malaysia,Environmental performance,Environmental,,,,,,,,,59.22,
MYS,Malaysia,Food insecurity,Economic,,,,,,,,,1.7,
MYS,Malaysia,Food insecurity,Environmental,,,,,,,,,1.7,
MYS,Malaysia,Formal alliances,Security,,,,,,,2,,,
MYS,Malaysia,GDP growth,Economic,,,,,,,,,3.3167697649489,
MYS,Malaysia,Gender inequality,Societal,,,,,,,,,0.274,
MYS,Malaysia,GINI,Societal,,,,,,,,39.0999984741211,,
MYS,Malaysia,Government effectiveness,Environmental,,,,,,,,,1.075348,
MYS,Malaysia,Government effectiveness,Political,,,,,,,,,1.075348,
MYS,Malaysia,Homicide rate,Security,,,,2.1,,,,,,
MYS,Malaysia,Horizontal inequality,Societal,,,,,,,,,0.361,
MYS,Malaysia,Impact of terrorism,Security,,,,,,,,,2.495,
MYS,Malaysia,Infectious diseases,Environmental,,,,,,,,96.5927710334794,,
MYS,Malaysia,Judicial constraints,Political,,,,,,,,,0.778,
MYS,Malaysia,Legislative constraints,Political,,,,,,,,,0.671,
MYS,Malaysia,NEET,Economic,,,,,,,,,12.47,
MYS,Malaysia,Non-state and one-sided violence,Security,,,,,,,,,0,
MYS,Malaysia,Physical integrity,Political,,,,,,,,,0.773,
MYS,Malaysia,Police officers,Security,,,,,,,,,,2.5
MYS,Malaysia,Regional government independence,Political,,,,,,,,,0.482,
MYS,Malaysia,Regulatory quality,Economic,,,,,,,,,0.682474,
MYS,Malaysia,Remoteness,Economic,,,,,,,52.1756286621094,,,
MYS,Malaysia,Resource dependence,Economic,,,,,,,,6.30511813779286,,
MYS,Malaysia,Rule of law,Environmental,,,,,,,,,0.6233374,
MYS,Malaysia,Rule of law,Security,,,,,,,,,0.6233374,
MYS,Malaysia,Share of women in labour force,Economic,,,,,,,,,,65.8770470751069
MYS,Malaysia,Socio-economic vulnerability,Economic,,,,,,,,,2,
MYS,Malaysia,Socio-economic vulnerability,Environmental,,,,,,,,,2,
MYS,Malaysia,Stability,Political,,,,,,,,,0.2373901,
MYS,Malaysia,Strength of civil society,Environmental,,,,,,,,,0.644,
MYS,Malaysia,Strength of civil society,Societal,,,,,,,,,0.644,
MYS,Malaysia,Unemployment rate,Economic,,,,,,,,,3.35999989509583,
MYS,Malaysia,Uprooted people,Societal,,,,,,,,,6.1,
MYS,Malaysia,Urbanisation,Environmental,,,,,,,,,2.13016306751883,
MYS,Malaysia,Urbanisation,Societal,,,,,,,,,2.13016306751883,
MYS,Malaysia,Violent crime,Security,,,,,,,1.33333333333333,,,
MYS,Malaysia,Voice and accountability,Political,,,,,,,,,-0.083688,
MYS,Malaysia,Voice and accountability,Societal,,,,,,,,,-0.083688,
MYS,Malaysia,Women in parliament,Political,,,,,,,,,13.9,
NAM,Namibia,Access to justice,Societal,,,,,,,,,0.827,
NAM,Namibia,Aid dependency,Economic,,,,,,,,,1.1,
NAM,Namibia,Armed security officers,Security,,,,,,,,,,1.588
NAM,Namibia,Battle-related deaths,Security,,,,,,,,,0,
NAM,Namibia,Clientelism,Political,,,,,,,,,0.287,
NAM,Namibia,Conflict risk,Security,,,,,,,,,0.4,
NAM,Namibia,Control over territory,Security,,,,,,,,,96.167,
NAM,Namibia,Corruption,Political,,,,,,,,,53,
NAM,Namibia,Debt,Economic,,,,,,,,,,49.203
NAM,Namibia,Disaster risk,Environmental,,,,,,,,,4.1,
NAM,Namibia,Education,Economic,,,,,,,,,0.582,
NAM,Namibia,Environmental performance,Environmental,,,,,,,,,58.46,
NAM,Namibia,Food insecurity,Economic,,,,,,,,,5.9,
NAM,Namibia,Food insecurity,Environmental,,,,,,,,,5.9,
NAM,Namibia,Formal alliances,Security,,,,,,,2,,,
NAM,Namibia,GDP growth,Economic,,,,,,,,,-1.93795938927117,
NAM,Namibia,Gender discrimination,Security,,,,,,,,12.6,,
NAM,Namibia,Gender inequality,Societal,,,,,,,,,0.46,
NAM,Namibia,GINI,Societal,,,,,,,,73.9000015258789,,
NAM,Namibia,Government effectiveness,Environmental,,,,,,,,,0.106442,
NAM,Namibia,Government effectiveness,Political,,,,,,,,,0.106442,
NAM,Namibia,Homicide rate,Security,,,17.1,,,,,,,
NAM,Namibia,Horizontal inequality,Societal,,,,,,,,,0.619,
NAM,Namibia,Impact of terrorism,Security,,,,,,,,,0,
NAM,Namibia,Infectious diseases,Environmental,,,,,,,,293.38142126639,,
NAM,Namibia,Judicial constraints,Political,,,,,,,,,0.867,
NAM,Namibia,Legislative constraints,Political,,,,,,,,,0.7,
NAM,Namibia,NEET,Economic,,,,,,,,,31.76,
NAM,Namibia,Non-state and one-sided violence,Security,,,,,,,,,0,
NAM,Namibia,Physical integrity,Political,,,,,,,,,0.862,
NAM,Namibia,Police officers,Security,,,,,,,,,,3.25
NAM,Namibia,Regional government independence,Political,,,,,,,,,0.886,
NAM,Namibia,Regulatory quality,Economic,,,,,,,,,-0.052499,
NAM,Namibia,Remoteness,Economic,,,,,,,72.1992874145508,,,
NAM,Namibia,Resource dependence,Economic,,,,,,,,4.55390462852457,,
NAM,Namibia,Rule of law,Environmental,,,,,,,,,0.2449811,
NAM,Namibia,Rule of law,Security,,,,,,,,,0.2449811,
NAM,Namibia,Share of women in labour force,Economic,,,,,,,,,,85.6558132287792
NAM,Namibia,Socio-economic vulnerability,Economic,,,,,,,,,5.7,
NAM,Namibia,Socio-economic vulnerability,Environmental,,,,,,,,,5.7,
NAM,Namibia,Stability,Political,,,,,,,,,0.6537775,
NAM,Namibia,Strength of civil society,Environmental,,,,,,,,,0.875,
NAM,Namibia,Strength of civil society,Societal,,,,,,,,,0.875,
NAM,Namibia,Unemployment rate,Economic,,,,,,,,,23.0949993133545,
NAM,Namibia,Uprooted people,Societal,,,,,,,,,2.8,
NAM,Namibia,Urbanisation,Environmental,,,,,,,,,3.95629680059715,
NAM,Namibia,Urbanisation,Societal,,,,,,,,,3.95629680059715,
NAM,Namibia,Violent crime,Security,,,,,,,1.33333333333333,,,
NAM,Namibia,Voice and accountability,Political,,,,,,,,,0.4862734,
NAM,Namibia,Voice and accountability,Societal,,,,,,,,,0.4862734,
NAM,Namibia,Women in parliament,Political,,,,,,,,,46.2,
NER,Niger,Access to justice,Societal,,,,,,,,,0.86,
NER,Niger,Aid dependency,Economic,,,,,,,,,4.1,
NER,Niger,Armed security officers,Security,,,,,,,,,,1.034
NER,Niger,Battle-related deaths,Security,,,,,,,,,0.284973511586145,
NER,Niger,Clientelism,Political,,,,,,,,,0.358,
NER,Niger,Conflict risk,Security,,,,,,,,,6.8,
NER,Niger,Control over territory,Security,,,,,,,,,80.389,
NER,Niger,Corruption,Political,,,,,,,,,34,
NER,Niger,Debt,Economic,,,,,,,,54.365,,
NER,Niger,Disaster risk,Environmental,,,,,,,,,4.3,
NER,Niger,Education,Economic,,,,,,,,,0.247,
NER,Niger,Environmental performance,Environmental,,,,,,,,,35.74,
NER,Niger,Food insecurity,Economic,,,,,,,,,3.7,
NER,Niger,Food insecurity,Environmental,,,,,,,,,3.7,
NER,Niger,Formal alliances,Security,,,,,,,5,,,
NER,Niger,GDP growth,Economic,,,,,,,,,1.23403883408567,
NER,Niger,Gender inequality,Societal,,,,,,,,,0.647,
NER,Niger,GINI,Societal,,,,,,,,33.9900016784668,,
NER,Niger,Government effectiveness,Environmental,,,,,,,,,-0.7660425,
NER,Niger,Government effectiveness,Political,,,,,,,,,-0.7660425,
NER,Niger,Homicide rate,Security,,,4.4,,,,,,,
NER,Niger,Horizontal inequality,Societal,,,,,,,,,2.067,
NER,Niger,Impact of terrorism,Security,,,,,,,,,5.596,
NER,Niger,Infectious diseases,Environmental,,,,,,,,459.014458958685,,
NER,Niger,Judicial constraints,Political,,,,,,,,,0.53,
NER,Niger,Legislative constraints,Political,,,,,,,,,0.778,
NER,Niger,NEET,Economic,,,,,25.2,,,,,
NER,Niger,Non-state and one-sided violence,Security,,,,,,,,,0.228441392378073,
NER,Niger,Physical integrity,Political,,,,,,,,,0.822,
NER,Niger,Police officers,Security,,,,,,,,,,2.5
NER,Niger,Regional government independence,Political,,,,,,,,,0,
NER,Niger,Regulatory quality,Economic,,,,,,,,,-0.6404533,
NER,Niger,Remoteness,Economic,,,,,,,52.1252136230469,,,
NER,Niger,Resource dependence,Economic,,,,,,,,13.3043147113545,,
NER,Niger,Rule of law,Environmental,,,,,,,,,-0.5802284,
NER,Niger,Rule of law,Security,,,,,,,,,-0.5802284,
NER,Niger,Share of women in labour force,Economic,,,,,,,,,,74.3651052910994
NER,Niger,Socio-economic vulnerability,Economic,,,,,,,,,7.4,
NER,Niger,Socio-economic vulnerability,Environmental,,,,,,,,,7.4,
NER,Niger,Stability,Political,,,,,,,,,-1.260566,
NER,Niger,Strength of civil society,Environmental,,,,,,,,,0.83,
NER,Niger,Strength of civil society,Societal,,,,,,,,,0.83,
NER,Niger,Unemployment rate,Economic,,,,,,,,,0.273000001907349,
NER,Niger,Uprooted people,Societal,,,,,,,,,7.3,
NER,Niger,Urbanisation,Environmental,,,,,,,,,4.27453510164545,
NER,Niger,Urbanisation,Societal,,,,,,,,,4.27453510164545,
NER,Niger,Violent crime,Security,,,,,,,2,,,
NER,Niger,Voice and accountability,Political,,,,,,,,,-0.5845156,
NER,Niger,Voice and accountability,Societal,,,,,,,,,-0.5845156,
NER,Niger,Women in parliament,Political,,,,,,,,,17,
NGA,Nigeria,Access to justice,Societal,,,,,,,,,0.805,
NGA,Nigeria,Aid dependency,Economic,,,,,,,,,1,
NGA,Nigeria,Armed security officers,Security,,,,,,,,,,1.105
NGA,Nigeria,Battle-related deaths,Security,,,,,,,,,0.469286045220318,
NGA,Nigeria,Clientelism,Political,,,,,,,,,0.611,
NGA,Nigeria,Conflict risk,Security,,,,,,,,,10,
NGA,Nigeria,Control over territory,Security,,,,,,,,,84.167,
NGA,Nigeria,Corruption,Political,,,,,,,,,27,
NGA,Nigeria,Debt,Economic,,,,,,,,,27.26,
NGA,Nigeria,Disaster risk,Environmental,,,,,,,,,3.9,
NGA,Nigeria,Education,Economic,,,,,,,,,0.486,
NGA,Nigeria,Environmental performance,Environmental,,,,,,,,,54.76,
NGA,Nigeria,Food insecurity,Economic,,,,,,,,,3.7,
NGA,Nigeria,Food insecurity,Environmental,,,,,,,,,3.7,
NGA,Nigeria,Formal alliances,Security,,,,,,,3,,,
NGA,Nigeria,GDP growth,Economic,,,,,,,,,-0.665579081938176,
NGA,Nigeria,Gender discrimination,Security,,,,,,,,32,,
NGA,Nigeria,GINI,Societal,,,,,,,,43.7000007629395,,
NGA,Nigeria,Government effectiveness,Environmental,,,,,,,,,-1.022591,
NGA,Nigeria,Government effectiveness,Political,,,,,,,,,-1.022591,
NGA,Nigeria,Horizontal inequality,Societal,,,,,,,,,1.089,
NGA,Nigeria,Impact of terrorism,Security,,,,,,,,,8.597,
NGA,Nigeria,Infectious diseases,Environmental,,,,,,,,444.773273080096,,
NGA,Nigeria,Judicial constraints,Political,,,,,,,,,0.552,
NGA,Nigeria,Legislative constraints,Political,,,,,,,,,0.792,
NGA,Nigeria,NEET,Economic,,,,,,,21.36,,,
NGA,Nigeria,Non-state and one-sided violence,Security,,,,,,,,,0.864768577541578,
NGA,Nigeria,Physical integrity,Political,,,,,,,,,0.584,
NGA,Nigeria,Police officers,Security,,,,,,,,,,2.042
NGA,Nigeria,Regional government independence,Political,,,,,,,,,0.969,
NGA,Nigeria,Regulatory quality,Economic,,,,,,,,,-0.8825297,
NGA,Nigeria,Remoteness,Economic,,,,,,,38.0632019042969,,,
NGA,Nigeria,Resource dependence,Economic,,,,,,,,8.67350940399216,,
NGA,Nigeria,Rule of law,Environmental,,,,,,,,,-0.8809231,
NGA,Nigeria,Rule of law,Security,,,,,,,,,-0.8809231,
NGA,Nigeria,Share of women in labour force,Economic,,,,,,,,,,84.8240630693202
NGA,Nigeria,Socio-economic vulnerability,Economic,,,,,,,,,5.6,
